"id","name","alternative_name","country_name","is_active"
588,"Axis Airways","\N","France","N"
589,"Aladia Airlines","\N","Mexico","N"
590,"Aykavia Aircompany","\N","Armenia","N"
591,"Airman","\N","AIRMAN","N"
592,"Atlantic Airlines","\N","ATLANTIC NICARAGUA","N"
593,"Awsaj Aviation Services","\N","Libya","N"
594,"Ayeet Aviation & Tourism","\N","Israel","N"
595,"Atlant-Soyuz Airlines","\N","Russia","Y"
596,"Alitalia","\N","Italy","Y"
597,"Azamat","\N","Kazakhstan","N"
598,"Arcus-Air Logistic","\N","Germany","N"
599,"Air Zermatt AG","\N","Switzerland","N"
600,"Azalhelikopter","\N","Azerbaijan","N"
601,"Africa One","\N","Zambia","N"
602,"Aerocozumel","\N","Mexico","N"
603,"Amaszonas","\N","Bolivia","Y"
604,"Arizona Pacific Airways","\N","United States","N"
605,"Aviacon Zitotrans Air Company","\N","Russia","N"
606,"Azimut","\N","AZIMUT","N"
607,"Azov Avia Airlines","\N","Ukraine","N"
608,"Air Zimbabwe","\N","Zimbabwe","Y"
609,"Aero Jomacha","\N","Mexico","N"
610,"Air Memphis","\N","Egypt","N"
611,"Air Memphis","\N","Uganda","N"
612,"Air Marrakech Service","\N","Morocco","N"
613,"Air Max Africa","\N","Gabon","N"
614,"Arizona Airways","\N","ARIZAIR","N"
615,"Azza Transport","\N","Sudan","N"
616,"Air Continental Inc","\N","United States","N"
617,"Antanik-Air","\N","Ukraine","N"
618,"Air Newark","\N","United States","N"
619,"Aircraft Support and Services","\N","Lebanon","N"
620,"Aerobanana","\N","Mexico","N"
621,"Amako Airlines","\N","Nigeria","N"
622,"Aserca Airlines","\N","Venezuela","Y"
623,"Afrique CArgo Service Senegal","\N","Senegal","N"
624,"Angoservice","\N","Angola","N"
625,"Angel Airlines","\N","Thailand","N"
626,"Angel Flight America","\N","United States","N"
627,"Air Atonabee","\N","Canada","N"
628,"Aero Nova","\N","Spain","N"
629,"Amira Air","\N","Austria","N"
630,"Aero Express Intercontinental","\N","Mexico","N"
631,"Advance Aviation Services","\N","United States","N"
632,"Air Libya Tibesti","\N","Libya","N"
633,"Aerovic","\N","Ecuador","N"
634,"Airventure","\N","Belgium","N"
635,"Aero Servicios","\N","Mexico","N"
636,"Airvallee","\N","Italy","N"
637,"Aeromover","\N","Mexico","N"
638,"Aerovias Ejecutivas","\N","Mexico","N"
639,"Aero Servicio Pity","\N","Mexico","N"
640,"Aero Copter","\N","Mexico","N"
641,"Rossiya-Russian Airlines","Pulkovo Aviation Enterprise","Russia","Y"
642,"Air Pal","\N","Spain","N"
643,"Air Pullmantur","\N","Spain","N"
644,"Aviaexpress","\N","Hungary","N"
645,"Aviones Para Servirle","\N","Mexico","N"
646,"Avio Sluzba","\N","Serbia","N"
647,"Air Scorpio","\N","Bulgaria","N"
648,"Air Spirit","\N","United States","N"
649,"Alatau Airlines","\N","Kazakhstan","N"
650,"Aviateca","\N","Guatemala","N"
651,"Aroostook Aviation","\N","United States","N"
652,"Aeropycsa","\N","Mexico","N"
653,"Association of Private Pilots of Kazakhstan","\N","Kazakhstan","N"
654,"The Amiri Flight","\N","Bahrain","N"
655,"Aero Services","\N","Barbados","N"
656,"Ababeel Aviation","\N","Sudan","N"
657,"Air Bashkortostan","\N","Russia","N"
658,"Ambulance Air Africa","\N","South Africa","N"
659,"American Eagle Airlines","\N","United States","Y"
660,"Aeropuelche","\N","Chile","N"
661,"Aeroput","\N","Serbia","N"
662,"Azzurra Air","\N","Italy","N"
663,"Airshop","\N","Netherlands","N"
664,"African Transport Trading and Investment Company","\N","Sudan","N"
665,"AD Aviation","\N","United Kingdom","Y"
666,"Aero Costa Taxi Aereo","\N","Mexico","N"
667,"Aerovitro","\N","Mexico","N"
668,"Aerotaxi Villa Rica","\N","Mexico","N"
669,"Aerovega","\N","Mexico","N"
670,"Aerovilla","\N","Colombia","N"
671,"Aerolineas Villaverde","\N","Mexico","N"
672,"Aero Air","\N","United States","N"
673,"Aero Ejecutivos","\N","Venezuela","N"
674,"Aero Industries Inc","\N","United States","N"
675,"Aero Servicios Vanguardia","\N","Mexico","N"
676,"Aero Taxi Los Valles","\N","Spain","N"
677,"Aero Vilamoura","\N","Portugal","N"
678,"Aero Virel","\N","Mexico","N"
679,"Aeronautical Radio Inc","\N","United States","N"
680,"Aerovuelox","\N","Mexico","N"
681,"Aeronaves TSM","\N","Mexico","N"
682,"Air Ivoire","\N","Ivory Coast","Y"
683,"Air Botswana","\N","Botswana","Y"
684,"Air-Rep","\N","United States","N"
685,"Air Excel","\N","Tanzania","N"
686,"Air Evans","\N","Spain","N"
687,"Air Sorel","\N","Canada","N"
688,"Air Net Private Charter","\N","United States","N"
689,"Air Executive Charter","\N","Germany","N"
690,"Air Foyle","\N","United Kingdom","Y"
691,"Air Midwest","\N","Nigeria","N"
692,"Air Tahiti","\N","French Polynesia","Y"
693,"Air Urga","\N","Ukraine","N"
694,"Air Vardar","\N","Macedonia","N"
695,"Air VIA","\N","Bulgaria","Y"
696,"Air Walser","\N","Italy","N"
697,"Aircompany Rosavia","\N","Ukraine","N"
698,"Aircraft Performance Group","\N","United States","N"
699,"Airwaves Airlink","\N","Zambia","N"
700,"Airways Corporation of New Zealand","\N","New Zealand","N"
701,"Airways","\N","France","N"
702,"Airwings oy","\N","Finland","N"
703,"Airkenya","\N","Kenya","N"
704,"Air-Lift Associates","\N","United States","N"
705,"Airtrans Ltd","\N","Russia","N"
706,"ARP 410 Airlines","\N","Ukraine","N"
707,"Auckland Regional Rescue Helicopter Trust","\N","New Zealand","N"
708,"Aurora Airlines","\N","Slovenia","N"
709,"Austro Aereo","\N","Ecuador","N"
710,"Aviation Partners","\N","United States","N"
711,"Avialift Vladivostok","\N","Russia","N"
712,"Aviacion Comercial de America","\N","Mexico","N"
713,"Aviast Air","\N","Russia","N"
714,"Aviation North","\N","United States","N"
715,"Africa West","\N","Togo","Y"
716,"Avient Air Zambia","\N","Zambia","N"
717,"Aviazur","\N","France","N"
718,"Aviaprad","\N","Russia","N"
719,"Avirex","\N","Gabon","N"
720,"Aviaexpress Aircompany","\N","Ukraine","N"
721,"AMR Services Corporation","\N","United States","N"
722,"Airline Operations Services","\N","United States","N"
723,"Airlines 400","\N","Russia","N"
724,"ATRAN Cargo Airlines","\N","Russian Federation","Y"
725,"Ameravia","\N","Uruguay","N"
726,"Angkor Air","\N","Cambodia","N"
727,"AVB-2004 Ltd","\N","Bulgaria","N"
728,"ASECNA","\N","France","N"
729,"AT and T Aviation Division","\N","United States","N"
730,"Avalair","\N","Serbia","N"
731,"Averitt Air Charter","\N","United States","N"
732,"Avensa","\N","Venezuela","N"
733,"Avolar Aerolineas","\N","Mexico","N"
734,"Avstar Aviation","\N","South Africa","N"
735,"AVESCA","\N","Colombia","N"
736,"Aviaprom Enterprises","\N","Russia","N"
737,"Avia Trans Air Transport","\N","Sudan","N"
738,"Aviostart AS","\N","Bulgaria","N"
739,"Aviacao Transportes Aereos e Cargas","\N","Angola","N"
740,"Assistance Aeroportuaire de L'Aeroport de Paris","\N","France","N"
741,"American Flight Service Systems","\N","United States","N"
742,"AASANA","\N","Bolivia","N"
743,"Australian air Express","\N","Australia","N"
744,"AMS Group","\N","Russia","N"
745,"Air Caraibes Atlantique","\N","France","N"
746,"Air China Cargo","\N","China","N"
747,"Aerovias Caribe","\N","Mexico","N"
748,"Aerotaxi del Cabo","\N","Mexico","N"
749,"Air Columbus","\N","Ukraine","N"
750,"Aero Cabo","\N","Mexico","N"
751,"Air China","\N","China","Y"
752,"Aerocardal","\N","Chile","N"
753,"Aero Condor Peru","\N","Peru","Y"
754,"Aerotrans","\N","Russia","N"
755,"Airline Skol","\N","Russia","N"
756,"Aerofan","\N","Spain","N"
757,"ACEF","\N","Portugal","N"
758,"Africa One","\N","Democratic Republic of the Congo","N"
759,"Aero Calafia","\N","Mexico","N"
760,"Air Cargo Belize","\N","Belize","N"
761,"Aero Clube Do Algarve","\N","Portugal","N"
762,"Air Great Wall","\N","China","N"
763,"Aircompany Chaika","\N","Ukraine","N"
764,"Air Charter Services","\N","Democratic Republic of the Congo","N"
765,"Air Charter Professionals","\N","United States","N"
766,"Asia Continental Airlines","\N","Kazakhstan","N"
767,"Arctic Circle Air Service","\N","United States","N"
768,"Aviation Charter Services","\N","United States","N"
769,"Aerovias Castillo","\N","Mexico","N"
770,"Aero Club De Portugal","\N","Portugal","N"
771,"Air Care Alliance","\N","United States","N"
772,"Aero Continente Dominicana","\N","Dominican Republic","N"
773,"Air Toronto","\N","Canada","N"
774,"Aquila Air","\N","United States","N"
775,"Air Consul","\N","Spain","N"
776,"Allcanada Express","\N","Canada","N"
777,"ATS Private Company","\N","Ukraine","N"
778,"Air Corridor","\N","Mozambique","N"
779,"Air Central","\N","Japan","N"
780,"Air Cruzal","\N","Angola","N"
781,"Aerotransportes Corporativos","\N","Mexico","N"
782,"Air Creebec","\N","Canada","N"
783,"Aero Charter and Transport","\N","United States","N"
784,"Air Tenglong","\N","China","N"
785,"Aerlineas Centauro","\N","Mexico","N"
786,"Aerocuahonte","\N","Mexico","N"
787,"Air Chathams","\N","New Zealand","Y"
788,"Air Marshall Islands","\N","Marshall Islands","Y"
789,"Australian Customs Service","\N","Australia","N"
790,"Air One Cityliner","\N","Italy","N"
791,"Air Transport","\N","United States","N"
792,"Access Air","\N","United States","Y"
793,"Aerocheyenne","\N","Mexico","N"
794,"Air Algerie","\N","Algeria","Y"
795,"Aerovias DAP","\N","Chile","N"
796,"Air Alpha","\N","United States","N"
797,"Air Niagara Express","\N","Canada","N"
798,"Aviation Defense Service","\N","France","N"
799,"Air Service Groningen","\N","Netherlands","N"
800,"Adam Air","\N","Indonesia","Y"
801,"Astar Air Cargo","\N","United States","N"
802,"Archer Aviation","\N","United Kingdom","N"
803,"Aeromedica","\N","Mexico","N"
804,"Aerodin","\N","Mexico","N"
805,"Antinea Airlines","\N","Algeria","N"
806,"Air Djibouti","\N","Djibouti","N"
807,"Air Dolomiti","\N","Italy","Y"
808,"Aero Modelo","\N","Mexico","N"
809,"Aerolineas Del Sur","\N","Chile","N"
810,"Aerodinamica de Monterrey","\N","Mexico","N"
811,"Aeroservicios Dinamicos","\N","Mexico","N"
812,"Aerotaxis Dosmil","\N","Mexico","N"
813,"Aerodespachos De El Salvador","\N","El Salvador","N"
814,"Aeroynamics Malaga","\N","Spain","N"
815,"Aerodynamics Incorporated","\N","United States","N"
816,"Aeroflot-Don","\N","Russia","Y"
817,"Air Madrid","\N","Spain","Y"
818,"Airways Flight Training","\N","United Kingdom","N"
819,"Aeronaves Del Noreste","\N","Mexico","N"
820,"Addis Air Cargo Services","\N","Ethiopia","N"
821,"Aero Algarve","\N","Portugal","N"
822,"Aex Air","\N","United States","N"
823,"Aero Davinci International","\N","Mexico","N"
824,"Aero Dynamics","\N","United States","N"
825,"Aeroservicios Ecuatorianos","\N","Ecuador","N"
826,"Aero-Pyrenees","\N","France","N"
827,"Air Transport","\N","Slovakia","N"
828,"Aero Airlines","\N","Estonia","N"
829,"Aero Ejecutivo De Baja California","\N","Mexico","N"
830,"Air City","\N","Germany","N"
831,"Aero Ejecutivos RCG","\N","Mexico","N"
832,"Aeronautica Castellana","\N","Spain","N"
833,"Aerolineas Comerciales","\N","Mexico","N"
834,"Aerolineas Nacionales Del Ecuador","\N","Ecuador","N"
835,"Air Este","\N","Spain","N"
836,"Air Mana","\N","France","N"
837,"Aer Lingus","\N","Ireland","Y"
838,"Aeroservicios Ejecutivos Corporativos","\N","Mexico","N"
839,"Alpi Eagles","\N","Italy","N"
840,"Arrendoora y Transportadora Aerea","\N","Mexico","N"
841,"Eliossola","\N","Italy","N"
842,"Shenzhen Donghai Airlines","\N","China","N"
843,"Aeronaves Del Noroeste","\N","Spain","N"
844,"Airailes","\N","France","N"
845,"Aero Ermes","\N","Mexico","N"
846,"Aero Transportes Empresariales","\N","Mexico","N"
847,"Epps Air Service","\N","United States","N"
848,"Aero Empresarial","\N","Mexico","N"
849,"Air S","\N","Air S","N"
850,"Avianergo","\N","Russia","N"
851,"Aero Servicios Regiomontanos","\N","Mexico","N"
852,"Aerosec","\N","Chile","N"
853,"Aeromaan","\N","Mexico","N"
854,"Aerosaba","\N","Mexico","N"
855,"Avitat","\N","United Kingdom","N"
856,"Aerolineas Ejecutivas Del Sureste","\N","Mexico","N"
857,"Aeronautica Le Esperanza","\N","Mexico","N"
858,"ATTICO","\N","Sudan","N"
859,"Aero Siete","\N","Mexico","N"
860,"Air Atlanta Europe","\N","United Kingdom","N"
861,"Air Evex","\N","Germany","N"
862,"Aeronautical Academy of Europe","\N","Portugal","N"
863,"Air Exchange","\N","United States","N"
864,"Atlantic Helicopters","\N","Denmark","N"
865,"Argentine Air Force","\N","Argentina","N"
866,"Air Fiji","\N","Fiji","N"
867,"AF-Air International","\N","Angola","N"
868,"Aviation Data Systems","\N","United States","N"
869,"Air Carriers","\N","United States","N"
870,"Aerofrisco","\N","Mexico","N"
871,"Alfa 4","\N","Mexico","N"
872,"African Airlines","\N","Mali","N"
873,"African Medical and Research Foundation","\N","Kenya","N"
874,"Aero Freight","\N","Mexico","N"
875,"Aerosafin","\N","Mexico","N"
876,"Air Finland","\N","Finland","Y"
877,"Aerodata Flight Inspection","\N","Germany","N"
878,"Airfix Aviation","\N","Finland","Y"
879,"Air Pacific","\N","Fiji","Y"
880,"Air Falcon","\N","Pakistan","N"
881,"Atlantic Airways","\N","Faroe Islands","Y"
882,"Air Florida","\N","United States","Y"
883,"Air Fret De Mauritanie","\N","Mauritania","N"
884,"Avio Nord","\N","Italy","N"
885,"Aeroflota Del Noroeste","\N","Spain","N"
886,"Aero Fenix","\N","France","N"
887,"Ford Motor Company","\N","United States","N"
888,"African Company Airlines","\N","Democratic Republic of the Congo","N"
889,"Afrijet Airlines","\N","Nigeria","N"
890,"Afrika Aviation Handlers","\N","Kenya","N"
891,"Afrique Chart'air","\N","Cameroon","N"
892,"Aerofreight Airlines","\N","Russia","N"
893,"Aereos Limited","\N","United Kingdom","N"
894,"Air Affaires Tchad","\N","Chad","N"
895,"ABC Bedarsflug","\N","Austria","N"
896,"Air Iceland","\N","Iceland","Y"
897,"Air Philippines","\N","Philippines","Y"
898,"Aerogaucho","\N","Uruguay","N"
899,"Aero Business Charter","\N","Germany","N"
900,"Atlantic Airlines","\N","Gabon","N"
901,"Aeronor","\N","Spain","N"
902,"Aerogem Cargo","\N","Ghana","N"
903,"Aerovias del Golfo","\N","Mexico","N"
904,"Aeronautica","\N","Angola","N"
905,"Air Georgian","\N","Canada","N"
1318,"airtransse","\N","Japan","N"
906,"Aviance","\N","United Kingdom","N"
907,"Air Ghana","\N","Ghana","N"
908,"African International Transport","\N","Guinea","N"
909,"Air Guinee Express","\N","Guinea","Y"
910,"Africa Airlines","\N","Guinea","N"
911,"Air Gemini","\N","Angola","N"
912,"Aero Charter","\N","United States","N"
913,"Aguilas Mayas Internacional","\N","Guatemala","N"
914,"Aerotaxis Guamuchil","\N","Mexico","N"
915,"Aeroservicios Gama","\N","Mexico","N"
916,"Amber Air","\N","Lithuania","N"
917,"Alberta Government","\N","Canada","N"
918,"Air Scotland","\N","Greece","N"
919,"Air Georgia","\N","Georgia","N"
920,"Air Cargo Center","\N","Sao Tome and Principe","N"
921,"Air Greenland","\N","Denmark","Y"
922,"Allegro","\N","Mexico","N"
923,"Agroar - Trabalhos Aereos","\N","Portugal","N"
924,"Aircompany Grodno","\N","Belarus","N"
925,"Airlift Alaska","\N","United States","N"
926,"Agrocentr-Avia","\N","Kazakhstan","N"
927,"Altin Havayolu Tasimaciligi Turizm Ve Ticaret","\N","Turkey","N"
928,"Atlas Air","\N","United States","Y"
929,"Aerotaxi Grupo Tampico","\N","Mexico","N"
930,"Aerotaxis de Aguascalientes","\N","Mexico","N"
931,"Air Guyane","\N","French Guiana","Y"
932,"Air Victoria Georgia","\N","Georgia","N"
933,"Air D'Ayiti","\N","Haiti","N"
934,"Air Comores International","\N","Comoros","N"
935,"Air Taxi","\N","France","N"
936,"Aerohein","\N","Chile","N"
937,"Atlantic Air Lift","\N","France","N"
938,"Atlantic Airlines de Honduras","\N","Honduras","N"
939,"Aviacion Ejecutiva De Hildago","\N","Mexico","N"
940,"Air Haiti","\N","Haiti","N"
941,"Al Rais Cargo","\N","United Arab Emirates","N"
942,"Air-Invest","\N","Hungary","N"
943,"Air Tahoma","\N","United States","N"
944,"Air Nova","\N","Canada","N"
945,"Aero Homex","\N","Mexico","N"
946,"Almiron Aviation","\N","Uganda","N"
947,"Avinor","\N","Norway","N"
948,"Airlink Airways","\N","Ireland","N"
949,"Air Horizon","\N","Togo","N"
950,"AC Insat-Aero","\N","Russia","N"
951,"Air Inter Cameroun","\N","Cameroon","N"
952,"Air Lift","\N","Greece","N"
953,"Aero Survey","\N","Ghana","N"
954,"Aero Airline","\N","Kazakhstan","N"
955,"Airtime Charters","\N","United Kingdom","N"
956,"Aerotaxis Cimarron","\N","Mexico","N"
957,"Aero International","\N","Mexico","N"
958,"Aeroingenieria","\N","Chile","N"
959,"Aeroservicios Intergrados de Norte","\N","Mexico","N"
960,"Airpull Aviation","\N","Spain","N"
961,"Arvand Airlines","\N","Iran","N"
962,"Atlas Aviation Group","\N","Iran","N"
963,"Aram Airline","\N","Iran","N"
964,"Aria Tour","\N","Iran","N"
965,"Aerotaxi","\N","Czech Republic","N"
966,"Avita-Servicos Aereos","\N","Angola","N"
967,"Aero Citro","\N","Mexico","N"
968,"Air Executive","\N","Spain","N"
969,"Aviainvest","\N","Russia","N"
970,"Air Bagan","\N","Myanmar","Y"
971,"Aerojal","\N","Mexico","N"
972,"Airlink","\N","Austria","N"
973,"Ambjek Air Services","\N","Nigeria","N"
974,"Avfinity","\N","United States","N"
975,"Alexandair","\N","Canada","N"
976,"Air Jamaica Express","\N","Jamaica","N"
977,"Air Swift Aviation","\N","Australia","N"
978,"Aerojobeni","\N","Mexico","N"
979,"Atyrau Air Ways","\N","Kazakhstan","N"
980,"Aerosmith Aviation","\N","United States","N"
981,"Arrendamiento de Aviones Jets","\N","Mexico","N"
982,"Aero Juarez","\N","Mexico","N"
983,"Air Canada Jazz","\N","Canada","Y"
984,"Asia Aero Survey and Consulting Engineers","\N","Republic of Korea","N"
985,"Air Kirovograd","\N","Ukraine","N"
986,"Air Mach","\N","Italy","N"
987,"Air Kufra","\N","Libya","N"
988,"Arkhabay","\N","Kazakhstan","N"
989,"Aero Charter Krifka","\N","Austria","N"
990,"Air Kraft Mir","\N","Uzbekistan","N"
991,"Air Concorde","\N","Bulgaria","N"
992,"Alexandria Airlines","\N","Egypt","N"
993,"Afit","\N","Germany","N"
994,"Air South","\N","United States","N"
995,"Atlasjet","\N","Turkey","Y"
996,"Air Mali International","\N","Mali","N"
997,"Aerokaluz","\N","Mexico","N"
998,"Air Koryo","\N","Democratic People's Republic of Korea","Y"
999,"Araiavia","\N","Kazakhstan","N"
1000,"AeroSucre","\N","Colombia","N"
1001,"Air Kokshetau","\N","Kazakhstan","N"
1002,"Air Kissari","\N","Angola","N"
1003,"Aeronavigaciya","\N","Ukraine","N"
1004,"Alliance Avia","\N","Kazakhstan","N"
1005,"Av Atlantic","\N","United States","N"
1006,"Air Astana","\N","Kazakhstan","Y"
1007,"Aerovias De Lagos","\N","Mexico","N"
1008,"Albanian Airlines","\N","Albania","Y"
1009,"Albisa","\N","Mexico","N"
1010,"Albatros Airways","\N","Albania","N"
1011,"Aerolineas Aereas Ejecutivas De Durango","\N","Mexico","N"
1012,"Aerologic","\N","Russia","N"
1013,"Al-Donas Airlines","\N","Nigeria","N"
1014,"Aero Lider","\N","Mexico","N"
1015,"Aleem","\N","Egypt","N"
1016,"Aerolineas Ejecutivas","\N","Mexico","N"
1017,"Air Alfa","\N","Turkey","Y"
1018,"Aero Control Air","\N","Canada","N"
1019,"Aerolaguna","\N","Mexico","N"
1020,"Al Ahram Aviation","\N","Egypt","N"
1021,"Alidaunia","\N","Italy","N"
1022,"Al-Dawood Air","\N","Nigeria","N"
1023,"American Aviation","\N","United States","N"
1024,"Airlink Solutions","\N","Spain","N"
1025,"Air Solutions","\N","United States","N"
1026,"Alliance Air","\N","India","N"
1027,"Aerolima","\N","Mexico","N"
1028,"Alamia Air","\N","Libya","N"
1029,"Air Plus Argentina","\N","Argentina","N"
1030,"Almaty Aviation","\N","Kazakhstan","N"
1031,"Aerolineas Mexicanas J S","\N","Mexico","N"
1032,"Air Almaty","\N","Kazakhstan","N"
1033,"Air Almaty ZK","\N","Kazakhstan","N"
1034,"Aerolane","\N","Ecuador","Y"
1035,"Airlink","\N","South Africa","N"
1036,"Aerolineas Internacionales","\N","Mexico","N"
1037,"Alok Air","\N","Sudan","N"
1038,"Air Saint Louis","\N","Senegal","N"
1039,"Alpine Aviation","\N","South Africa","N"
